town,county,office,district,party,candidate,winner,votes
Laconia,Belknap,State Representative,9,R,Accornero,True,780
Belmont,Belknap,State Representative,9,D,Arsenault,False,0
Laconia,Belknap,State Representative,9,D,Arsenault,False,6
Belmont,Belknap,State Representative,9,R,Dewhirst,False,205
Laconia,Belknap,State Representative,9,R,Dewhirst,False,655
Belmont,Belknap,State Representative,9,,Ellis-Hopkins,False,18
Laconia,Belknap,State Representative,9,,Ellis-Hopkins,False,0
Belmont,Belknap,State Representative,9,,Scatter,False,0
Laconia,Belknap,State Representative,9,,Scatter,False,2
Bartlett,Carroll,State Representative,1,R,Chandler,True,292
Hart's Location,Carroll,State Representative,1,R,Chandler,True,4
Jackson,Carroll,State Representative,1,R,Chandler,True,115
Bartlett,Carroll,State Representative,1,D,Funicella,False,0
Hart's Location,Carroll,State Representative,1,D,Funicella,False,0
Jackson,Carroll,State Representative,1,D,Funicella,False,0
Bartlett,Carroll,State Representative,1,,Scatter,False,0
Hart's Location,Carroll,State Representative,1,,Scatter,False,0
Jackson,Carroll,State Representative,1,,Scatter,False,1
Chatham,Carroll,State Representative,2,D,Bridgham,False,0
Conway,Carroll,State Representative,2,D,Bridgham,False,0
Eaton,Carroll,State Representative,2,D,Bridgham,False,0
Hale's Location,Carroll,State Representative,2,D,Bridgham,False,0
Chatham,Carroll,State Representative,2,D,Buco,False,0
Conway,Carroll,State Representative,2,D,Buco,False,2
Eaton,Carroll,State Representative,2,D,Buco,False,0
Hale's Location,Carroll,State Representative,2,D,Buco,False,0
Chatham,Carroll,State Representative,2,R,McCarthy,True,25
Conway,Carroll,State Representative,2,R,McCarthy,True,556
Eaton,Carroll,State Representative,2,R,McCarthy,True,52
Hale's Location,Carroll,State Representative,2,R,McCarthy,True,68
Chatham,Carroll,State Representative,2,R,McClure,True,25
Conway,Carroll,State Representative,2,R,McClure,True,383
Eaton,Carroll,State Representative,2,R,McClure,True,18
Hale's Location,Carroll,State Representative,2,R,McClure,True,81
Chatham,Carroll,State Representative,2,D,Pollock,False,0
Conway,Carroll,State Representative,2,D,Pollock,False,4
Eaton,Carroll,State Representative,2,D,Pollock,False,0
Hale's Location,Carroll,State Representative,2,D,Pollock,False,0
Chatham,Carroll,State Representative,2,,Scatter,False,0
Conway,Carroll,State Representative,2,,Scatter,False,5
Eaton,Carroll,State Representative,2,,Scatter,False,0
Hale's Location,Carroll,State Representative,2,,Scatter,False,0
Chatham,Carroll,State Representative,2,R,Steiner,False,20
Conway,Carroll,State Representative,2,R,Steiner,False,313
Eaton,Carroll,State Representative,2,R,Steiner,False,44
Hale's Location,Carroll,State Representative,2,R,Steiner,False,15
Chatham,Carroll,State Representative,2,R,Umberger,True,34
Conway,Carroll,State Representative,2,R,Umberger,True,527
Eaton,Carroll,State Representative,2,R,Umberger,True,41
Hale's Location,Carroll,State Representative,2,R,Umberger,True,62
Chatham,Carroll,State Representative,2,D,White,False,0
Conway,Carroll,State Representative,2,D,White,False,1
Eaton,Carroll,State Representative,2,D,White,False,0
Hale's Location,Carroll,State Representative,2,D,White,False,0
Albany,Carroll,State Representative,3,R,McConkey,True,37
Freedom,Carroll,State Representative,3,R,McConkey,True,165
Madison,Carroll,State Representative,3,R,McConkey,True,161
Tamworth,Carroll,State Representative,3,R,McConkey,True,194
Albany,Carroll,State Representative,3,,Scatter,False,0
Freedom,Carroll,State Representative,3,,Scatter,False,1
Madison,Carroll,State Representative,3,,Scatter,False,1
Tamworth,Carroll,State Representative,3,,Scatter,False,3
Albany,Carroll,State Representative,3,R,Thomson,True,37
Freedom,Carroll,State Representative,3,R,Thomson,True,158
Madison,Carroll,State Representative,3,R,Thomson,True,159
Tamworth,Carroll,State Representative,3,R,Thomson,True,151
Albany,Carroll,State Representative,3,D,Ticehurst,False,0
Freedom,Carroll,State Representative,3,D,Ticehurst,False,0
Madison,Carroll,State Representative,3,D,Ticehurst,False,1
Tamworth,Carroll,State Representative,3,D,Ticehurst,False,0
Moultonborough,Carroll,State Representative,4,D,Albee,False,1
Sandwich,Carroll,State Representative,4,D,Albee,False,0
Tuftonboro,Carroll,State Representative,4,D,Albee,False,4
Moultonborough,Carroll,State Representative,4,R,Askew,False,187
Sandwich,Carroll,State Representative,4,R,Askew,False,29
Tuftonboro,Carroll,State Representative,4,R,Askew,False,187
Moultonborough,Carroll,State Representative,4,R,Cordelli,True,306
Sandwich,Carroll,State Representative,4,R,Cordelli,True,115
Tuftonboro,Carroll,State Representative,4,R,Cordelli,True,220
Moultonborough,Carroll,State Representative,4,R,Crawford,True,449
Sandwich,Carroll,State Representative,4,R,Crawford,True,88
Tuftonboro,Carroll,State Representative,4,R,Crawford,True,88
Moultonborough,Carroll,State Representative,4,R,Lyon,False,164
Sandwich,Carroll,State Representative,4,R,Lyon,False,37
Tuftonboro,Carroll,State Representative,4,R,Lyon,False,164
Moultonborough,Carroll,State Representative,4,,Scatter,False,1
Sandwich,Carroll,State Representative,4,,Scatter,False,0
Tuftonboro,Carroll,State Representative,4,,Scatter,False,0
Brookfield,Carroll,State Representative,5,D,Lavender,False,2
Effingham,Carroll,State Representative,5,D,Lavender,False,0
Ossipee,Carroll,State Representative,5,D,Lavender,False,0
Wakefield,Carroll,State Representative,5,D,Lavender,False,0
Brookfield,Carroll,State Representative,5,R,Merrow,True,50
Effingham,Carroll,State Representative,5,R,Merrow,True,123
Ossipee,Carroll,State Representative,5,R,Merrow,True,408
Wakefield,Carroll,State Representative,5,R,Merrow,True,291
Brookfield,Carroll,State Representative,5,R,Nelson,True,94
Effingham,Carroll,State Representative,5,R,Nelson,True,87
Ossipee,Carroll,State Representative,5,R,Nelson,True,240
Wakefield,Carroll,State Representative,5,R,Nelson,True,284
Brookfield,Carroll,State Representative,5,R,Olimpio,True,45
Effingham,Carroll,State Representative,5,R,Olimpio,True,67
Ossipee,Carroll,State Representative,5,R,Olimpio,True,176
Wakefield,Carroll,State Representative,5,R,Olimpio,True,226
Brookfield,Carroll,State Representative,5,,Scatter,False,3
Effingham,Carroll,State Representative,5,,Scatter,False,4
Ossipee,Carroll,State Representative,5,,Scatter,False,4
Wakefield,Carroll,State Representative,5,,Scatter,False,8
Wolfeboro,Carroll,State Representative,6,R,Ahlgren,True,682
Wolfeboro,Carroll,State Representative,6,,Scatter,False,0
Wolfeboro,Carroll,State Representative,6,R,Schmidt,True,605
Wolfeboro,Carroll,State Representative,6,D,White,False,0
Wolfeboro,Carroll,State Representative,6,D,Woods,False,0
Albany,Carroll,State Representative,7,D,Butler,False,0
Bartlett,Carroll,State Representative,7,D,Butler,False,1
Chatham,Carroll,State Representative,7,D,Butler,False,0
Conway,Carroll,State Representative,7,D,Butler,False,3
Eaton,Carroll,State Representative,7,D,Butler,False,0
Freedom,Carroll,State Representative,7,D,Butler,False,0
Hale's Location,Carroll,State Representative,7,D,Butler,False,0
Hart's Location,Carroll,State Representative,7,D,Butler,False,0
Jackson,Carroll,State Representative,7,D,Butler,False,0
Madison,Carroll,State Representative,7,D,Butler,False,2
Tamworth,Carroll,State Representative,7,D,Butler,False,0
Albany,Carroll,State Representative,7,R,Callis,False,29
Bartlett,Carroll,State Representative,7,R,Callis,False,108
Chatham,Carroll,State Representative,7,R,Callis,False,8
Conway,Carroll,State Representative,7,R,Callis,False,250
Eaton,Carroll,State Representative,7,R,Callis,False,16
Freedom,Carroll,State Representative,7,R,Callis,False,70
Hale's Location,Carroll,State Representative,7,R,Callis,False,21
Hart's Location,Carroll,State Representative,7,R,Callis,False,2
Jackson,Carroll,State Representative,7,R,Callis,False,32
Madison,Carroll,State Representative,7,R,Callis,False,64
Tamworth,Carroll,State Representative,7,R,Callis,False,85
Albany,Carroll,State Representative,7,,Scatter,False,0
Bartlett,Carroll,State Representative,7,,Scatter,False,0
Chatham,Carroll,State Representative,7,,Scatter,False,0
Conway,Carroll,State Representative,7,,Scatter,False,1
Eaton,Carroll,State Representative,7,,Scatter,False,0
Freedom,Carroll,State Representative,7,,Scatter,False,1
Hale's Location,Carroll,State Representative,7,,Scatter,False,0
Hart's Location,Carroll,State Representative,7,,Scatter,False,0
Jackson,Carroll,State Representative,7,,Scatter,False,0
Madison,Carroll,State Representative,7,,Scatter,False,0
Tamworth,Carroll,State Representative,7,,Scatter,False,1
Albany,Carroll,State Representative,7,R,Tregenza,True,38
Bartlett,Carroll,State Representative,7,R,Tregenza,True,164
Chatham,Carroll,State Representative,7,R,Tregenza,True,28
Conway,Carroll,State Representative,7,R,Tregenza,True,418
Eaton,Carroll,State Representative,7,R,Tregenza,True,62
Freedom,Carroll,State Representative,7,R,Tregenza,True,142
Hale's Location,Carroll,State Representative,7,R,Tregenza,True,44
Hart's Location,Carroll,State Representative,7,R,Tregenza,True,1
Jackson,Carroll,State Representative,7,R,Tregenza,True,66
Madison,Carroll,State Representative,7,R,Tregenza,True,208
Tamworth,Carroll,State Representative,7,R,Tregenza,True,139
Brookfield,Carroll,State Representative,8,,Scatter,False,0
Effingham,Carroll,State Representative,8,,Scatter,False,0
Moultonborough,Carroll,State Representative,8,,Scatter,False,4
Ossipee,Carroll,State Representative,8,,Scatter,False,0
Sandwich,Carroll,State Representative,8,,Scatter,False,0
Tuftonboro,Carroll,State Representative,8,,Scatter,False,2
Wakefield,Carroll,State Representative,8,,Scatter,False,2
Brookfield,Carroll,State Representative,8,D,Wiley,False,0
Effingham,Carroll,State Representative,8,D,Wiley,False,0
Moultonborough,Carroll,State Representative,8,D,Wiley,False,0
Ossipee,Carroll,State Representative,8,D,Wiley,False,2
Sandwich,Carroll,State Representative,8,D,Wiley,False,0
Tuftonboro,Carroll,State Representative,8,D,Wiley,False,0
Wakefield,Carroll,State Representative,8,D,Wiley,False,8
Brookfield,Carroll,State Representative,8,R,Wright,True,90
Effingham,Carroll,State Representative,8,R,Wright,True,137
Moultonborough,Carroll,State Representative,8,R,Wright,True,575
Ossipee,Carroll,State Representative,8,R,Wright,True,373
Sandwich,Carroll,State Representative,8,R,Wright,True,157
Tuftonboro,Carroll,State Representative,8,R,Wright,True,350
Wakefield,Carroll,State Representative,8,R,Wright,True,377
Chesterfield,Cheshire,State Representative,1,R,Aldrich,True,174
Hinsdale,Cheshire,State Representative,1,R,Aldrich,True,77
Walpole,Cheshire,State Representative,1,R,Aldrich,True,254
Westmoreland,Cheshire,State Representative,1,R,Aldrich,True,79
Chesterfield,Cheshire,State Representative,1,D,Berch,False,0
Hinsdale,Cheshire,State Representative,1,D,Berch,False,0
Walpole,Cheshire,State Representative,1,D,Berch,False,0
Westmoreland,Cheshire,State Representative,1,D,Berch,False,0
Chesterfield,Cheshire,State Representative,1,D,Butynski,False,0
Hinsdale,Cheshire,State Representative,1,D,Butynski,False,1
Walpole,Cheshire,State Representative,1,D,Butynski,False,0
Westmoreland,Cheshire,State Representative,1,D,Butynski,False,1
Chesterfield,Cheshire,State Representative,1,R,Levlocke,True,182
Hinsdale,Cheshire,State Representative,1,R,Levlocke,True,85
Walpole,Cheshire,State Representative,1,R,Levlocke,True,189
Westmoreland,Cheshire,State Representative,1,R,Levlocke,True,80
Chesterfield,Cheshire,State Representative,1,R,"Moore, Jr.",True,191
Hinsdale,Cheshire,State Representative,1,R,"Moore, Jr.",True,86
Walpole,Cheshire,State Representative,1,R,"Moore, Jr.",True,222
Westmoreland,Cheshire,State Representative,1,R,"Moore, Jr.",True,168
Chesterfield,Cheshire,State Representative,1,D,Sad,False,0
Hinsdale,Cheshire,State Representative,1,D,Sad,False,0
Walpole,Cheshire,State Representative,1,D,Sad,False,1
Westmoreland,Cheshire,State Representative,1,D,Sad,False,0
Chesterfield,Cheshire,State Representative,1,,Scatter,False,2
Hinsdale,Cheshire,State Representative,1,,Scatter,False,0
Walpole,Cheshire,State Representative,1,,Scatter,False,3
Westmoreland,Cheshire,State Representative,1,,Scatter,False,3
Chesterfield,Cheshire,State Representative,1,R,Smith,True,209
Hinsdale,Cheshire,State Representative,1,R,Smith,True,101
Walpole,Cheshire,State Representative,1,R,Smith,True,171
Westmoreland,Cheshire,State Representative,1,R,Smith,True,87
Chesterfield,Cheshire,State Representative,1,D,Weber,False,0
Hinsdale,Cheshire,State Representative,1,D,Weber,False,0
Walpole,Cheshire,State Representative,1,D,Weber,False,0
Westmoreland,Cheshire,State Representative,1,D,Weber,False,0
Alstead,Cheshire,State Representative,2,R,Cartwright,True,102
Marlow,Cheshire,State Representative,2,R,Cartwright,True,74
Surry,Cheshire,State Representative,2,R,Cartwright,True,60
Alstead,Cheshire,State Representative,2,D,Mann,False,5
Marlow,Cheshire,State Representative,2,D,Mann,False,2
Surry,Cheshire,State Representative,2,D,Mann,False,1
Alstead,Cheshire,State Representative,2,,Scatter,False,1
Marlow,Cheshire,State Representative,2,,Scatter,False,0
Surry,Cheshire,State Representative,2,,Scatter,False,0
Gilsum,Cheshire,State Representative,3,D,Eaton,False,0
Nelson,Cheshire,State Representative,3,D,Eaton,False,0
Stoddard,Cheshire,State Representative,3,D,Eaton,False,2
Sullivan,Cheshire,State Representative,3,D,Eaton,False,0
Gilsum,Cheshire,State Representative,3,,Scatter,False,1
Nelson,Cheshire,State Representative,3,,Scatter,False,1
Stoddard,Cheshire,State Representative,3,,Scatter,False,0
Sullivan,Cheshire,State Representative,3,,Scatter,False,0
Gilsum,Cheshire,State Representative,3,R,Ward,True,61
Nelson,Cheshire,State Representative,3,R,Ward,True,54
Stoddard,Cheshire,State Representative,3,R,Ward,True,112
Sullivan,Cheshire,State Representative,3,R,Ward,True,41
Keene,Cheshire,State Representative,4,D,Roberts,False,5
Keene,Cheshire,State Representative,4,,Scatter,False,6
Keene,Cheshire,State Representative,5,R,Chaffee,True,149
Keene,Cheshire,State Representative,5,D,Phillips,False,0
Keene,Cheshire,State Representative,5,,Scatter,False,1
Keene,Cheshire,State Representative,6,R,Carlsen,True,196
Keene,Cheshire,State Representative,6,D,Robertson,False,1
Keene,Cheshire,State Representative,6,,Scatter,False,1
Keene,Cheshire,State Representative,7,D,Johnsen,False,3
Keene,Cheshire,State Representative,7,,Scatter,False,5
Keene,Cheshire,State Representative,8,R,Bendzinski,True,229
Keene,Cheshire,State Representative,8,D,Chase,False,0
Keene,Cheshire,State Representative,8,,Scatter,False,0
Dublin,Cheshire,State Representative,9,D,Ames,False,0
Harrisville,Cheshire,State Representative,9,D,Ames,False,0
Jaffrey,Cheshire,State Representative,9,D,Ames,False,0
Roxbury,Cheshire,State Representative,9,D,Ames,False,0
Dublin,Cheshire,State Representative,9,,Desmaires,False,1
Harrisville,Cheshire,State Representative,9,,Desmaires,False,0
Jaffrey,Cheshire,State Representative,9,,Desmaires,False,47
Roxbury,Cheshire,State Representative,9,,Desmaires,False,0
Dublin,Cheshire,State Representative,9,D,Ley,False,0
Harrisville,Cheshire,State Representative,9,D,Ley,False,0
Jaffrey,Cheshire,State Representative,9,D,Ley,False,0
Roxbury,Cheshire,State Representative,9,D,Ley,False,0
Dublin,Cheshire,State Representative,9,R,Moore,True,137
Harrisville,Cheshire,State Representative,9,R,Moore,True,60
Jaffrey,Cheshire,State Representative,9,R,Moore,True,356
Roxbury,Cheshire,State Representative,9,R,Moore,True,13
Dublin,Cheshire,State Representative,9,,Scatter,False,3
Harrisville,Cheshire,State Representative,9,,Scatter,False,0
Jaffrey,Cheshire,State Representative,9,,Scatter,False,12
Roxbury,Cheshire,State Representative,9,,Scatter,False,0
Marlborough,Cheshire,State Representative,10,R,Dick Thackston,False,62
Troy,Cheshire,State Representative,10,R,Dick Thackston,False,56
Marlborough,Cheshire,State Representative,10,R,Hopkins,False,21
Troy,Cheshire,State Representative,10,R,Hopkins,False,30
Marlborough,Cheshire,State Representative,10,,Scatter,False,0
Troy,Cheshire,State Representative,10,,Scatter,False,5
Marlborough,Cheshire,State Representative,10,D,Shepardson,False,1
Troy,Cheshire,State Representative,10,D,Shepardson,False,1
Marlborough,Cheshire,State Representative,10,R,Walsh,True,48
Troy,Cheshire,State Representative,10,R,Walsh,True,90
Fitzwilliam,Cheshire,State Representative,11,R,Dwinell,False,149
Rindge,Cheshire,State Representative,11,R,Dwinell,False,122
Fitzwilliam,Cheshire,State Representative,11,R,Emerson,True,75
Rindge,Cheshire,State Representative,11,R,Emerson,True,267
Fitzwilliam,Cheshire,State Representative,11,R,Hunt,True,111
Rindge,Cheshire,State Representative,11,R,Hunt,True,383
Fitzwilliam,Cheshire,State Representative,11,R,Jackman,False,47
Rindge,Cheshire,State Representative,11,R,Jackman,False,227
Fitzwilliam,Cheshire,State Representative,11,,Scatter,False,0
Rindge,Cheshire,State Representative,11,,Scatter,False,1
Richmond,Cheshire,State Representative,12,,Bersaw,False,46
Swanzey,Cheshire,State Representative,12,,Bersaw,False,19
Richmond,Cheshire,State Representative,12,D,Faulkner,False,1
Swanzey,Cheshire,State Representative,12,D,Faulkner,False,0
Richmond,Cheshire,State Representative,12,R,Johnson,True,90
Swanzey,Cheshire,State Representative,12,R,Johnson,True,372
Richmond,Cheshire,State Representative,12,D,Lerandeau,False,0
Swanzey,Cheshire,State Representative,12,D,Lerandeau,False,0
Richmond,Cheshire,State Representative,12,,Scatter,False,3
Swanzey,Cheshire,State Representative,12,,Scatter,False,7
Winchester,Cheshire,State Representative,13,D,Parkhurst,False,14
Winchester,Cheshire,State Representative,13,,Scatter,False,18
Dublin,Cheshire,State Representative,14,R,Desmarais,False,22
Fitzwilliam,Cheshire,State Representative,14,R,Desmarais,False,46
Harrisville,Cheshire,State Representative,14,R,Desmarais,False,12
Jaffrey,Cheshire,State Representative,14,R,Desmarais,False,65
Rindge,Cheshire,State Representative,14,R,Desmarais,False,95
Roxbury,Cheshire,State Representative,14,R,Desmarais,False,5
Dublin,Cheshire,State Representative,14,R,McKenzie,False,22
Fitzwilliam,Cheshire,State Representative,14,R,McKenzie,False,45
Harrisville,Cheshire,State Representative,14,R,McKenzie,False,20
Jaffrey,Cheshire,State Representative,14,R,McKenzie,False,27
Rindge,Cheshire,State Representative,14,R,McKenzie,False,76
Roxbury,Cheshire,State Representative,14,R,McKenzie,False,4
Dublin,Cheshire,State Representative,14,,Scatter,False,0
Fitzwilliam,Cheshire,State Representative,14,,Scatter,False,1
Harrisville,Cheshire,State Representative,14,,Scatter,False,0
Jaffrey,Cheshire,State Representative,14,,Scatter,False,0
Rindge,Cheshire,State Representative,14,,Scatter,False,0
Roxbury,Cheshire,State Representative,14,,Scatter,False,0
Dublin,Cheshire,State Representative,14,R,"Sterling, Jr.",True,81
Fitzwilliam,Cheshire,State Representative,14,R,"Sterling, Jr.",True,82
Harrisville,Cheshire,State Representative,14,R,"Sterling, Jr.",True,23
Jaffrey,Cheshire,State Representative,14,R,"Sterling, Jr.",True,330
Rindge,Cheshire,State Representative,14,R,"Sterling, Jr.",True,345
Roxbury,Cheshire,State Representative,14,R,"Sterling, Jr.",True,4
Dublin,Cheshire,State Representative,14,D,Young,False,0
Fitzwilliam,Cheshire,State Representative,14,D,Young,False,0
Harrisville,Cheshire,State Representative,14,D,Young,False,0
Jaffrey,Cheshire,State Representative,14,D,Young,False,0
Rindge,Cheshire,State Representative,14,D,Young,False,0
Roxbury,Cheshire,State Representative,14,D,Young,False,0
Marlborough,Cheshire,State Representative,15,R,Rick Thackston,True,105
Richmond,Cheshire,State Representative,15,R,Rick Thackston,True,96
Swanzey,Cheshire,State Representative,15,R,Rick Thackston,True,311
Troy,Cheshire,State Representative,15,R,Rick Thackston,True,134
Winchester,Cheshire,State Representative,15,R,Rick Thackston,True,110
Marlborough,Cheshire,State Representative,15,,Scatter,False,0
Richmond,Cheshire,State Representative,15,,Scatter,False,6
Swanzey,Cheshire,State Representative,15,,Scatter,False,12
Troy,Cheshire,State Representative,15,,Scatter,False,6
Winchester,Cheshire,State Representative,15,,Scatter,False,7
Marlborough,Cheshire,State Representative,15,D,Tatro,False,0
Richmond,Cheshire,State Representative,15,D,Tatro,False,1
Swanzey,Cheshire,State Representative,15,D,Tatro,False,1
Troy,Cheshire,State Representative,15,D,Tatro,False,0
Winchester,Cheshire,State Representative,15,D,Tatro,False,2
Keene,Cheshire,State Representative,16,D,Burridge,False,0
Keene,Cheshire,State Representative,16,,Scatter,False,28
Keene,Cheshire,State Representative,16,D,Weed,False,2
At. & Gil. Academy Grant,Coos,State Representative,1,R,Daugherty,True,0
Cambridge,Coos,State Representative,1,R,Daugherty,True,2
Clarksville,Coos,State Representative,1,R,Daugherty,True,27
Colebrook,Coos,State Representative,1,R,Daugherty,True,125
Columbia,Coos,State Representative,1,R,Daugherty,True,41
Dix's Grant,Coos,State Representative,1,R,Daugherty,True,0
Dixville,Coos,State Representative,1,R,Daugherty,True,1
Errol,Coos,State Representative,1,R,Daugherty,True,24
Erving's Location,Coos,State Representative,1,R,Daugherty,True,0
Millsfield,Coos,State Representative,1,R,Daugherty,True,7
Odell,Coos,State Representative,1,R,Daugherty,True,0
Pittsburg,Coos,State Representative,1,R,Daugherty,True,77
Second College Grant,Coos,State Representative,1,R,Daugherty,True,0
Stewartstown,Coos,State Representative,1,R,Daugherty,True,32
Stratford,Coos,State Representative,1,R,Daugherty,True,16
Wentworth's Location,Coos,State Representative,1,R,Daugherty,True,0
At. & Gil. Academy Grant,Coos,State Representative,1,D,Enman,False,0
Cambridge,Coos,State Representative,1,D,Enman,False,0
Clarksville,Coos,State Representative,1,D,Enman,False,0
Colebrook,Coos,State Representative,1,D,Enman,False,3
Columbia,Coos,State Representative,1,D,Enman,False,2
Dix's Grant,Coos,State Representative,1,D,Enman,False,0
Dixville,Coos,State Representative,1,D,Enman,False,0
Errol,Coos,State Representative,1,D,Enman,False,1
Erving's Location,Coos,State Representative,1,D,Enman,False,0
Millsfield,Coos,State Representative,1,D,Enman,False,0
Odell,Coos,State Representative,1,D,Enman,False,0
Pittsburg,Coos,State Representative,1,D,Enman,False,0
Second College Grant,Coos,State Representative,1,D,Enman,False,0
Stewartstown,Coos,State Representative,1,D,Enman,False,0
Stratford,Coos,State Representative,1,D,Enman,False,0
Wentworth's Location,Coos,State Representative,1,D,Enman,False,0
At. & Gil. Academy Grant,Coos,State Representative,1,JR.R,Kurtz,False,0
Cambridge,Coos,State Representative,1,JR.R,Kurtz,False,1
Clarksville,Coos,State Representative,1,JR.R,Kurtz,False,12
Colebrook,Coos,State Representative,1,JR.R,Kurtz,False,124
Columbia,Coos,State Representative,1,JR.R,Kurtz,False,29
Dix's Grant,Coos,State Representative,1,JR.R,Kurtz,False,0
Dixville,Coos,State Representative,1,JR.R,Kurtz,False,4
Errol,Coos,State Representative,1,JR.R,Kurtz,False,27
Erving's Location,Coos,State Representative,1,JR.R,Kurtz,False,0
Millsfield,Coos,State Representative,1,JR.R,Kurtz,False,3
Odell,Coos,State Representative,1,JR.R,Kurtz,False,0
Pittsburg,Coos,State Representative,1,JR.R,Kurtz,False,62
Second College Grant,Coos,State Representative,1,JR.R,Kurtz,False,0
Stewartstown,Coos,State Representative,1,JR.R,Kurtz,False,45
Stratford,Coos,State Representative,1,JR.R,Kurtz,False,7
Wentworth's Location,Coos,State Representative,1,JR.R,Kurtz,False,0
At. & Gil. Academy Grant,Coos,State Representative,1,R,Rappaport,True,0
Cambridge,Coos,State Representative,1,R,Rappaport,True,1
Clarksville,Coos,State Representative,1,R,Rappaport,True,39
